date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:48	69204/69204	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:47%20GMT	https://developer.mozilla.org/en/DOM/HTMLInputElement	developer.mozilla.org/en/DOM/HTMLInputElement.html	(from )
14:59:49	27304/27304	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:48%20GMT	https://developer.mozilla.org/en/DOM/HTMLKeygenElement	developer.mozilla.org/en/DOM/HTMLKeygenElement.html	(from )
14:59:50	23024/23024	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:50%20GMT	https://developer.mozilla.org/en/DOM/HTMLLabelElement	developer.mozilla.org/en/DOM/HTMLLabelElement.html	(from )
14:59:51	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:51%20GMT	https://developer.mozilla.org/en/DOM/HTMLLIElement	developer.mozilla.org/en/DOM/HTMLLIElement.5a.delayed	(from )
14:59:52	22298/22298	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:51%20GMT	https://developer.mozilla.org/en/DOM/HTMLLinkElement	developer.mozilla.org/en/DOM/HTMLLinkElement.html	(from )
14:59:53	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:52%20GMT	https://developer.mozilla.org/en/DOM/HTMLMapElement	developer.mozilla.org/en/DOM/HTMLMapElement.5c.delayed	(from )
14:59:53	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:53%20GMT	https://developer.mozilla.org/en/DOM/HTMLMenuElement	developer.mozilla.org/en/DOM/HTMLMenuElement.5d.delayed	(from )
14:59:55	21257/21257	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:54%20GMT	https://developer.mozilla.org/en/DOM/HTMLMetaElement	developer.mozilla.org/en/DOM/HTMLMetaElement.html	(from )
14:59:56	22872/22872	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:55%20GMT	https://developer.mozilla.org/en/DOM/HTMLModElement	developer.mozilla.org/en/DOM/HTMLModElement.html	(from )
14:59:58	39629/39629	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2011:59:57%20GMT	https://developer.mozilla.org/en/DOM/HTMLObjectElement	developer.mozilla.org/en/DOM/HTMLObjectElement.html	(from )
14:59:58	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:58%20GMT	https://developer.mozilla.org/en/DOM/HTMLOListElement	developer.mozilla.org/en/DOM/HTMLOListElement.61.delayed	(from )
14:59:59	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2011:59:59%20GMT	https://developer.mozilla.org/en/DOM/HTMLOptGroupElement	developer.mozilla.org/en/DOM/HTMLOptGroupElement.62.delayed	(from )
15:00:00	24618/24618	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:00%20GMT	https://developer.mozilla.org/En/DOM/HTMLOptionElement	developer.mozilla.org/En/DOM/HTMLOptionElement.html	(from )
